#{"t_start": 1532981199.717137, "env_id": "Walker2d-v2"}
r,l,t
0.328514,28,0.049609
-2.206457,10,0.061133
0.998295,20,0.087374
-6.165222,19,0.143283
-6.046929,22,0.173304
-2.461106,15,0.194722
-4.854814,11,0.210599
4.200768,30,0.250185
0.940267,14,0.269006
0.133267,10,0.285074
-5.418823,18,0.307992
-2.482043,16,0.329395
-1.54838,9,0.341224
0.084179,24,0.378883
0.063191,16,0.404469
-4.113246,14,0.425837
0.232816,22,0.454518
-5.139015,15,0.474188
-5.997892,13,0.49158
-1.457699,15,0.511948
-4.7635,9,0.523984
-5.115902,13,0.541333
1.303753,28,0.583297
-4.17036,20,0.612915
-0.239923,11,0.627698
-7.715103,14,0.647215
-1.576181,12,0.663145
0.212974,18,0.687307
-2.852457,21,0.715124
0.004369,19,0.740061
-3.36431,21,0.768156
0.865547,18,0.791481
-5.758014,25,0.824435
0.70649,21,0.852975
3.198161,19,0.877692
-4.975688,10,0.891619
-11.498974,14,0.910464
-1.048576,10,0.924261
-5.621062,12,0.940539
3.958507,16,0.96185
-4.777971,19,0.987082
-1.584578,13,1.003872
-6.780805,16,1.025537
-2.438693,12,1.041396
-1.571394,16,1.061918
3.734887,37,1.110747
-0.843705,12,1.126763
-5.129122,19,1.151197
-2.735395,14,1.170285
-4.790085,18,1.194072
-5.137116,16,1.215432
-0.431432,17,1.237494
-9.813598,16,1.258825
-0.591019,21,1.285817
-4.551981,20,1.311756
-4.687201,16,1.333751
-7.821596,21,1.36146
-2.377631,10,1.379751
-3.695999,12,1.395844
-2.224773,14,1.415371
-4.389938,14,1.4345
-0.883192,12,1.450409
-0.758905,41,1.503837
-3.980521,18,1.52774
2.105391,22,1.556643
-2.235137,17,1.586859
-4.37426,12,1.602148
-2.098862,14,1.648843
-5.456232,9,1.66183
-7.83102,23,1.694954
-14.107724,27,1.757629
-1.918153,20,1.80043
-9.300876,20,1.827614
-3.346937,18,1.852396
-7.240914,14,1.872015
-1.270255,30,1.912125
