#{"t_start": 1531970827.0201285, "env_id": "Walker2d-v2"}
r,l,t
-6.646854,9,0.017886
-9.558203,25,0.043215
-11.587291,18,0.061252
2.891993,30,0.091409
24.363124,49,0.139554
-4.587637,8,0.147686
-6.3923,19,0.166656
-8.386836,19,0.185666
-5.660375,9,0.194886
-5.416469,6,0.201203
-5.039827,13,0.214287
-4.772358,9,0.223535
-5.464178,20,0.243405
-0.632357,21,0.26452
-8.429717,23,0.287431
-5.851125,8,0.295735
-5.816246,6,0.302091
-9.116663,22,0.3241
-10.888751,22,0.345969
-5.258594,8,0.354273
-6.046387,7,0.361587
-7.23818,21,0.382629
-12.639244,23,0.405767
-9.057442,24,0.429605
6.690903,35,0.464705
-15.072743,17,0.482176
-3.547884,9,0.49167
-4.507669,8,0.499853
12.425306,21,0.522327
-9.050866,23,0.545336
-7.001327,10,0.555562
-4.101005,7,0.562798
-11.965181,16,0.578881
-12.383968,23,0.601919
-5.392845,8,0.610356
-5.650396,9,0.619513
-5.461711,11,0.630712
-4.997833,10,0.640966
-1.545947,25,0.666173
-5.802055,8,0.67449
-8.706888,25,0.699386
-5.123541,7,0.706901
-4.649352,7,0.714153
-1.962707,12,0.72664
-5.756322,7,0.733865
-6.559897,9,0.743031
-13.732251,17,0.76023
-4.249424,25,0.785324
-6.566241,8,0.793627
-4.223328,8,0.801946
-5.591128,8,0.810352
-6.16671,7,0.817787
-5.654765,22,0.839813
-3.364014,9,0.84921
-5.580082,23,0.872244
-1.161382,10,0.882277
-6.402507,10,0.892485
2.494674,19,0.911925
-4.997984,7,0.91918
-3.379331,8,0.927566
-7.419464,20,0.947714
1.963117,18,0.965958
-12.023075,16,0.982598
-5.795917,7,0.990092
-3.417186,8,0.998452
-4.789608,6,1.004624
-4.889639,8,1.014421
-12.401924,22,1.036575
-4.64782,9,1.045864
-6.636859,21,1.066772
-3.400264,24,1.090847
-4.876279,8,1.099134
-7.913534,7,1.106467
1.903934,32,1.138312
0.275581,26,1.164473
-4.311313,9,1.17385
-6.293294,21,1.194877
