9.747710824012756348e-01 2.686197757720947266e-01 7.176810503005981445e-02 1.717588901519775391e-01 2.972483634948730469e-04 4.806706905364990234e-01 2.457828044891357422e+00 2.747213602066040039e+00 2.816465497016906738e-01 2.171566009521484375e+00 2.587474584579467773e-01 5.025291442871093750e-02 2.739860057830810547e+00 2.209779739379882812e+00 2.750759124755859375e-01 9.792953729629516602e-03 3.028971672058105469e+00 1.520437836647033691e+00 5.881446599960327148e-01 2.264153957366943359e-02 1.318204402923583984e-01 3.236670494079589844e-01 1.152567267417907715e-01 3.740850687026977539e-01 2.892088294029235840e-01 3.184729576110839844e+00 2.462347030639648438e+00 6.974390149116516113e-01 8.169224262237548828e-01 1.704812049865722656e-02 4.078429698944091797e+00 4.041045308113098145e-01 5.229707956314086914e-01 4.572862386703491211e-01 2.191076517105102539e+00 3.894597291946411133e-01 3.969243168830871582e-02 2.218173742294311523e-01 2.882626056671142578e-01 7.903277873992919922e-04 1.376316070556640625e+00 2.049441814422607422e+00 2.166037797927856445e+00 2.895108461380004883e-01 4.214660167694091797e+00 4.407232999801635742e-02 1.238051176071166992e+00 2.740752696990966797e-02 4.147282242774963379e-01 6.859929561614990234e-01 9.901065826416015625e-01 2.570077776908874512e-02 1.383517026901245117e+00 2.196583151817321777e-02 3.891044616699218750e+00 3.003506422042846680e+00 1.034085154533386230e-01 3.661811351776123047e-04 2.289825677871704102e-02 1.555404067039489746e-02 2.493423223495483398e-01 2.852541923522949219e+00 6.294902563095092773e-01 2.394001722335815430e+00
9.451999664306640625e-01 3.347267508506774902e-01 3.226691484451293945e-02 7.721304893493652344e-02 1.092582941055297852e-02 4.209918975830078125e-01 2.460277557373046875e+00 2.667780876159667969e+00 1.674461960792541504e-01 2.012938022613525391e+00 2.190749049186706543e-01 3.785195946693420410e-02 3.005627870559692383e+00 2.177495956420898438e+00 1.902647614479064941e-01 8.349180221557617188e-03 2.833796977996826172e+00 1.524946451187133789e+00 4.844783544540405273e-01 4.463395476341247559e-02 4.188290238380432129e-02 2.282512187957763672e-01 1.455073952674865723e-01 4.136913418769836426e-01 3.206840157508850098e-01 2.951107025146484375e+00 2.228309154510498047e+00 7.227757573127746582e-01 6.633414030075073242e-01 3.462776541709899902e-02 3.782846450805664062e+00 2.837651968002319336e-01 4.823685884475708008e-01 4.675449728965759277e-01 1.961444854736328125e+00 6.158092021942138672e-01 3.965491056442260742e-02 2.869819998741149902e-01 3.869934082031250000e-01 7.577687501907348633e-04 1.280716896057128906e+00 1.870481729507446289e+00 2.319456100463867188e+00 1.842515468597412109e-01 4.267510414123535156e+00 5.066746473312377930e-02 1.426732897758483887e+00 2.847501635551452637e-02 4.119598865509033203e-01 5.752033591270446777e-01 8.320011496543884277e-01 2.809876203536987305e-02 1.388673067092895508e+00 4.889443516731262207e-09 3.928809404373168945e+00 3.191606998443603516e+00 1.771463751792907715e-01 6.013423204421997070e-03 9.824126958847045898e-03 6.010860204696655273e-02 1.563004851341247559e-01 2.756194829940795898e+00 8.022956848144531250e-01 2.484110355377197266e+00
9.190369844436645508e-01 4.044771790504455566e-01 6.876885890960693359e-03 2.209725975990295410e-02 5.488669872283935547e-02 3.803463578224182129e-01 2.420835018157958984e+00 2.555374622344970703e+00 7.219827175140380859e-02 1.855130553245544434e+00 1.596731543540954590e-01 2.850654721260070801e-02 3.261874198913574219e+00 2.133384227752685547e+00 1.241078376770019531e-01 8.647829294204711914e-03 2.572220325469970703e+00 1.519508719444274902e+00 3.824623823165893555e-01 6.526589393615722656e-02 4.502683877944946289e-03 1.423121094703674316e-01 2.018367648124694824e-01 4.421280026435852051e-01 3.976770639419555664e-01 2.684751510620117188e+00 1.964812159538269043e+00 7.369019985198974609e-01 4.999359250068664551e-01 6.454837322235107422e-02 3.451831817626953125e+00 1.963005065917968750e-01 4.539461731910705566e-01 4.918584823608398438e-01 1.709826946258544922e+00 8.988971710205078125e-01 3.828835487365722656e-02 3.367581963539123535e-01 5.008663535118103027e-01 6.780624389648437500e-04 1.136895775794982910e+00 1.677362322807312012e+00 2.446450233459472656e+00 9.007441997528076172e-02 4.287951469421386719e+00 5.561375617980957031e-02 1.616487264633178711e+00 2.790716290473937988e-02 3.924954533576965332e-01 4.991747140884399414e-01 6.663062572479248047e-01 2.901437878608703613e-02 1.420135021209716797e+00 2.800765633583068848e-02 3.964761018753051758e+00 3.396220684051513672e+00 2.876631617546081543e-01 3.474450111389160156e-02 2.679049968719482422e-03 1.396947503089904785e-01 9.899079799652099609e-02 2.643324375152587891e+00 9.772859811782836914e-01 2.560877799987792969e+00
8.971785902976989746e-01 4.795163869857788086e-01 4.282221198081970215e-05 1.881510019302368164e-03 1.523840427398681641e-01 3.534532785415649414e-01 2.339858055114746094e+00 2.412117242813110352e+00 1.549360156059265137e-02 1.700945377349853516e+00 9.411674737930297852e-02 2.097317576408386230e-02 3.510444164276123047e+00 2.081162929534912109e+00 7.777005434036254883e-02 1.046973466873168945e-02 2.253814458847045898e+00 1.501583576202392578e+00 2.838726639747619629e-01 7.982188463211059570e-02 2.552196383476257324e-05 7.277560234069824219e-02 2.886659502983093262e-01 4.632296562194824219e-01 5.267204046249389648e-01 2.389182567596435547e+00 1.683400869369506836e+00 7.402250766754150391e-01 3.383051753044128418e-01 1.114290952682495117e-01 3.094778060913085938e+00 1.362881064414978027e-01 4.386394023895263672e-01 5.252004861831665039e-01 1.440579175949096680e+00 1.222780466079711914e+00 3.489506244659423828e-02 3.664503097534179688e-01 6.295983791351318359e-01 5.486607551574707031e-04 9.543926119804382324e-01 1.468544006347656250e+00 2.553267955780029297e+00 2.648064494132995605e-02 4.282018184661865234e+00 5.944985151290893555e-02 1.801843881607055664e+00 2.656057476997375488e-02 3.604359626770019531e-01 4.513127803802490234e-01 4.967505931854248047e-01 2.841305732727050781e-02 1.472926378250122070e+00 2.022080421447753906e-01 4.000376701354980469e+00 3.617576599121093750e+00 4.378076195716857910e-01 1.192970871925354004e-01 2.002939581871032715e-04 2.506407499313354492e-01 6.507867574691772461e-02 2.513507366180419922e+00 1.154022216796875000e+00 2.620983123779296875e+00
8.809637427330017090e-01 5.613571405410766602e-01 2.481445670127868652e-03 5.044415593147277832e-05 3.108977079391479492e-01 3.377602696418762207e-01 2.218787908554077148e+00 2.242765903472900391e+00 1.807734370231628418e-04 1.555551528930664062e+00 3.892356157302856445e-02 1.467669010162353516e-02 3.747392416000366211e+00 2.023412466049194336e+00 4.862540960311889648e-02 1.373985409736633301e-02 1.893025159835815430e+00 1.473095655441284180e+00 1.946929693222045898e-01 8.519327640533447266e-02 1.082018017768859863e-02 2.661168575286865234e-02 4.047299027442932129e-01 4.801948666572570801e-01 7.107065916061401367e-01 2.072913885116577148e+00 1.399051904678344727e+00 7.329488396644592285e-01 1.955390572547912598e-01 1.778135895729064941e-01 2.724812507629394531e+00 9.827101230621337891e-02 4.381967782974243164e-01 5.597922801971435547e-01 1.163123846054077148e+00 1.562077045440673828e+00 2.954474091529846191e-02 3.757543563842773438e-01 7.714621424674987793e-01 3.604069352149963379e-04 7.473955750465393066e-01 1.244632840156555176e+00 2.644740581512451172e+00 1.948788762092590332e-03 4.256041049957275391e+00 6.229293346405029297e-02 1.974883198738098145e+00 2.487042546272277832e-02 3.210598230361938477e-01 4.251744151115417480e-01 3.344120979309082031e-01 2.657020092010498047e-02 1.542225599288940430e+00 5.452197194099426270e-01 4.036429405212402344e+00 3.851709365844726562e+00 6.244763135910034180e-01 2.901944518089294434e-01 1.578032970428466797e-05 3.836907148361206055e-01 4.602608084678649902e-02 2.370100498199462891e+00 1.329338192939758301e+00 2.659966707229614258e+00
8.715305328369140625e-01 6.512968540191650391e-01 2.794638276100158691e-02 6.721198558807373047e-03 5.227829217910766602e-01 3.332099318504333496e-01 2.060365676879882812e+00 2.052784442901611328e+00 3.053054213523864746e-03 1.425786256790161133e+00 7.535547018051147461e-03 9.310036897659301758e-03 3.964919090270996094e+00 1.961880445480346680e+00 3.229758143424987793e-02 1.809582114219665527e-02 1.509086251258850098e+00 1.439139127731323242e+00 1.214510798454284668e-01 7.952731847763061523e-02 6.107532978057861328e-02 4.964381456375122070e-03 5.393557548522949219e-01 4.964880347251892090e-01 9.453526139259338379e-01 1.747880101203918457e+00 1.129608154296875000e+00 7.154580950736999512e-01 8.928442001342773438e-02 2.616373896598815918e-01 2.357472419738769531e+00 7.754695415496826172e-02 4.552266597747802734e-01 5.856977105140686035e-01 8.913555741310119629e-01 1.886142730712890625e+00 2.296328544616699219e-02 3.679614067077636719e-01 9.231498241424560547e-01 1.406446099281311035e-04 5.341026782989501953e-01 1.007750511169433594e+00 2.725315570831298828e+00 1.680403947830200195e-04 4.217125415802001953e+00 6.379884481430053711e-02 2.126943588256835938e+00 2.283471822738647461e-02 2.804493904113769531e-01 4.143800139427185059e-01 1.950322985649108887e-01 2.402737736701965332e-02 1.623799324035644531e+00 9.774987697601318359e-01 4.073328018188476562e+00 4.091073989868164062e+00 8.404442667961120605e-01 5.524546504020690918e-01 1.283988356590270996e-03 5.268296003341674805e-01 3.628057241439819336e-02 2.218721866607666016e+00 1.496995925903320312e+00 2.672184467315673828e+00
8.532087206840515137e-01 7.740986943244934082e-01 8.375048637390136719e-02 3.697752952575683594e-02 7.974029779434204102e-01 3.443565964698791504e-01 1.876408338546752930e+00 1.821959733963012695e+00 4.293477535247802734e-02 1.300502300262451172e+00 1.016631722450256348e-04 2.236992120742797852e-03 4.156483173370361328e+00 1.904772758483886719e+00 3.206315636634826660e-02 2.160990238189697266e-02 1.138183236122131348e+00 1.408981442451477051e+00 5.446010828018188477e-02 6.328088045120239258e-02 1.399552226066589355e-01 6.788969039916992188e-05 6.054276227951049805e-01 5.537078380584716797e-01 1.213313698768615723e+00 1.414151549339294434e+00 9.505269527435302734e-01 7.007459998130798340e-01 3.294062614440917969e-02 3.385661244392395020e-01 2.029232978820800781e+00 8.078569173812866211e-02 5.065605044364929199e-01 5.604561567306518555e-01 6.574835777282714844e-01 2.094793558120727539e+00 1.470312476158142090e-02 3.354727625846862793e-01 1.084990978240966797e+00 6.720423698425292969e-06 3.145757913589477539e-01 7.217186093330383301e-01 2.843649387359619141e+00 8.862644433975219727e-03 4.179689407348632812e+00 6.337118148803710938e-02 2.242363452911376953e+00 1.999562978744506836e-02 2.750235199928283691e-01 3.881115317344665527e-01 7.800030708312988281e-02 2.211719751358032227e-02 1.717419147491455078e+00 1.393127679824829102e+00 4.116131305694580078e+00 4.316744327545166016e+00 1.049634814262390137e+00 8.716467618942260742e-01 7.376670837402343750e-03 6.297148466110229492e-01 2.668794989585876465e-02 2.054962396621704102e+00 1.634957909584045410e+00 2.611724853515625000e+00
5.758289694786071777e-01 1.374795198440551758e+00 4.978373646736145020e-03 2.603712081909179688e-01 1.560940861701965332e+00 4.444574117660522461e-01 1.824210882186889648e+00 9.971813559532165527e-01 4.186469912528991699e-01 8.944300413131713867e-01 7.965385913848876953e-03 3.487770557403564453e-01 4.281446456909179688e+00 1.914637923240661621e+00 4.565997719764709473e-01 8.383005857467651367e-03 1.077885389328002930e+00 1.385815620422363281e+00 7.126981019973754883e-02 3.592309355735778809e-02 9.775012731552124023e-03 1.176670193672180176e-04 6.392002105712890625e-04 1.490961313247680664e+00 1.289360761642456055e+00 8.210771083831787109e-01 2.010756015777587891e+00 9.104006290435791016e-01 1.586874127388000488e-01 9.786123037338256836e-02 2.088296651840209961e+00 4.569137692451477051e-01 8.849160075187683105e-01 8.515316247940063477e-02 7.261281013488769531e-01 8.694033026695251465e-01 1.280568540096282959e-08 1.203733682632446289e-01 1.329097986221313477e+00 4.481751322746276855e-01 1.816064119338989258e-03 1.487034559249877930e-02 3.805171012878417969e+00 9.648501873016357422e-07 4.274428844451904297e+00 5.247592926025390625e-02 2.178098917007446289e+00 9.087085723876953125e-03 1.073473930358886719e+00 3.521952033042907715e-02 1.738160848617553711e-02 3.592741489410400391e-02 1.838106513023376465e+00 1.146865844726562500e+00 4.171488761901855469e+00 4.369033336639404297e+00 7.699800133705139160e-01 8.815318346023559570e-01 5.030965805053710938e-02 1.234818100929260254e-01 1.068645715713500977e-02 1.611987471580505371e+00 1.376749038696289062e+00 1.623224973678588867e+00
4.154150485992431641e-01 1.772069334983825684e+00 5.069747567176818848e-05 3.792775273323059082e-01 2.084449529647827148e+00 4.550763964653015137e-01 1.774184226989746094e+00 4.781727194786071777e-01 7.047866582870483398e-01 8.901255130767822266e-01 4.228919744491577148e-03 1.056273937225341797e+00 4.232911109924316406e+00 1.784876108169555664e+00 8.444282412528991699e-01 2.327591180801391602e-03 9.177843332290649414e-01 1.265285968780517578e+00 3.774296045303344727e-01 4.481390118598937988e-03 3.874376416206359863e-04 6.054714322090148926e-05 2.972030043601989746e-01 1.980742931365966797e+00 1.468624949455261230e+00 5.103986263275146484e-01 2.616869926452636719e+00 9.764317870140075684e-01 2.782979011535644531e-01 2.688866853713989258e-02 2.059188127517700195e+00 8.006949424743652344e-01 1.231065273284912109e+00 2.062872052192687988e-03 6.744996905326843262e-01 2.199826836585998535e-01 1.167535781860351562e-03 5.257755517959594727e-02 1.686587572097778320e+00 1.229251861572265625e+00 1.831346750259399414e-02 1.296293735504150391e-02 4.244163513183593750e+00 6.406664848327636719e-03 4.316267967224121094e+00 3.948107361793518066e-02 1.985852837562561035e+00 5.069628357887268066e-03 1.560476779937744141e+00 7.090747356414794922e-03 1.869336962699890137e-01 2.810660004615783691e-02 1.839829802513122559e+00 9.150938391685485840e-01 4.160299301147460938e+00 4.476378440856933594e+00 6.524232029914855957e-01 1.045761346817016602e+00 1.109155416488647461e-01 1.792666316032409668e-02 8.787816762924194336e-02 1.436278223991394043e+00 9.902594089508056641e-01 9.271152019500732422e-01
3.167122006416320801e-01 2.000673532485961914e+00 8.345991373062133789e-03 3.975735306739807129e-01 2.339385747909545898e+00 4.778372049331665039e-01 1.700279951095581055e+00 1.942123174667358398e-01 8.816569447517395020e-01 1.039079189300537109e+00 4.250258207321166992e-04 1.618593454360961914e+00 4.134474754333496094e+00 1.664156913757324219e+00 1.157874345779418945e+00 2.948716282844543457e-04 7.658513784408569336e-01 1.127260684967041016e+00 6.153966784477233887e-01 5.290657281875610352e-05 3.650316596031188965e-02 7.133930921554565430e-07 7.887164354324340820e-01 2.279489278793334961e+00 1.713204145431518555e+00 3.436704277992248535e-01 3.022296428680419922e+00 9.971658587455749512e-01 3.722824454307556152e-01 4.458516836166381836e-03 2.045475482940673828e+00 1.144608736038208008e+00 1.493669033050537109e+00 6.680339574813842773e-04 5.887951850891113281e-01 1.338204741477966309e-02 3.569081425666809082e-03 2.913644909858703613e-02 1.937345027923583984e+00 1.830014348030090332e+00 1.408349275588989258e-01 1.281244158744812012e-01 4.469208717346191406e+00 4.712012410163879395e-02 4.359414100646972656e+00 3.626862168312072754e-02 1.798860073089599609e+00 4.025071859359741211e-03 1.853889942169189453e+00 8.535385131835937500e-03 2.894309163093566895e-01 1.519468426704406738e-02 1.876932144165039062e+00 5.954152345657348633e-01 4.151700496673583984e+00 4.571766376495361328e+00 6.521808505058288574e-01 1.241826176643371582e+00 1.582905054092407227e-01 1.466110348701477051e-03 1.545086503028869629e-01 1.375936508178710938e+00 6.341064572334289551e-01 4.452607035636901855e-01
